stimulus_set,question_type,sample_id,image_path,filename,figure_type,figure_rotation,number_rotation,number_position_x,number_position_y,number_location_x,number_location_y,relative_location,number_appearance_type,number_appearance,target,model_answer,model
level_2_rotations,visual,level_2_rotations_147_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0147_front.jpg,level_2_rot_image_0147_front.jpg,arrowman_1,40.0,130.0,310,146,right,top,front,figure_perspective,W,w,E,openai/o4-mini
level_2_rotations,visual,level_2_rotations_148_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0148_front.jpg,level_2_rot_image_0148_front.jpg,arrowman_1,40.0,130.0,349,125,right,top,front,figure_perspective,W,w,E,openai/o4-mini
level_2_rotations,visual,level_2_rotations_149_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0149_front.jpg,level_2_rot_image_0149_front.jpg,arrowman_1,40.0,130.0,337,151,right,top,front,figure_perspective,W,w,E,openai/o4-mini
level_2_rotations,visual,level_2_rotations_150_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0150_front.jpg,level_2_rot_image_0150_front.jpg,arrowman_1,40.0,220.0,350,117,right,top,front,figure_perspective,3,3,E,openai/o4-mini
level_2_rotations,visual,level_2_rotations_151_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0151_front.jpg,level_2_rot_image_0151_front.jpg,arrowman_1,40.0,220.0,320,78,right,top,front,figure_perspective,3,3,E,openai/o4-mini
level_2_rotations,visual,level_2_rotations_152_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0152_front.jpg,level_2_rot_image_0152_front.jpg,arrowman_1,40.0,220.0,335,141,right,top,front,figure_perspective,3,3,E,openai/o4-mini
level_2_rotations,visual,level_2_rotations_153_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0153_front.jpg,level_2_rot_image_0153_front.jpg,arrowman_1,40.0,220.0,311,60,right,top,front,figure_perspective,3,3,3,openai/o4-mini
level_2_rotations,visual,level_2_rotations_154_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0154_front.jpg,level_2_rot_image_0154_front.jpg,arrowman_1,40.0,220.0,263,162,right,top,front,figure_perspective,3,3,E,openai/o4-mini
level_2_rotations,visual,level_2_rotations_155_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0155_front.jpg,level_2_rot_image_0155_front.jpg,arrowman_1,40.0,220.0,221,151,right,top,front,figure_perspective,3,3,E,openai/o4-mini
level_2_rotations,visual,level_2_rotations_156_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0156_front.jpg,level_2_rot_image_0156_front.jpg,arrowman_1,40.0,220.0,263,103,right,top,front,figure_perspective,3,3,E,openai/o4-mini
level_2_rotations,visual,level_2_rotations_157_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0157_front.jpg,level_2_rot_image_0157_front.jpg,arrowman_1,40.0,220.0,240,98,right,top,front,figure_perspective,3,3,W,openai/o4-mini
level_2_rotations,visual,level_2_rotations_158_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0158_front.jpg,level_2_rot_image_0158_front.jpg,arrowman_1,40.0,220.0,254,41,right,top,front,figure_perspective,3,3,E,openai/o4-mini
level_2_rotations,visual,level_2_rotations_159_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0159_front.jpg,level_2_rot_image_0159_front.jpg,arrowman_1,40.0,220.0,273,128,right,top,front,figure_perspective,3,3,E,openai/o4-mini
level_2_rotations,visual,level_2_rotations_160_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0160_front.jpg,level_2_rot_image_0160_front.jpg,arrowman_1,50.0,320.0,254,166,right,top,front,figure_perspective,M,m,E,openai/o4-mini
level_2_rotations,visual,level_2_rotations_161_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0161_front.jpg,level_2_rot_image_0161_front.jpg,arrowman_1,50.0,320.0,364,120,right,top,front,figure_perspective,M,m,E,openai/o4-mini
level_2_rotations,visual,level_2_rotations_162_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0162_front.jpg,level_2_rot_image_0162_front.jpg,arrowman_1,50.0,320.0,364,104,right,top,front,figure_perspective,M,m,M,openai/o4-mini
level_2_rotations,visual,level_2_rotations_163_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0163_front.jpg,level_2_rot_image_0163_front.jpg,arrowman_1,50.0,320.0,304,139,right,top,front,figure_perspective,M,m,M,openai/o4-mini
level_2_rotations,visual,level_2_rotations_164_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0164_front.jpg,level_2_rot_image_0164_front.jpg,arrowman_1,50.0,320.0,220,93,right,top,front,figure_perspective,M,m,M,openai/o4-mini
level_2_rotations,visual,level_2_rotations_165_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0165_front.jpg,level_2_rot_image_0165_front.jpg,arrowman_1,50.0,320.0,231,96,right,top,front,figure_perspective,M,m,M,openai/o4-mini
level_2_rotations,visual,level_2_rotations_166_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0166_front.jpg,level_2_rot_image_0166_front.jpg,arrowman_1,50.0,320.0,300,71,right,top,front,figure_perspective,M,m,3,openai/o4-mini
level_2_rotations,visual,level_2_rotations_167_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0167_front.jpg,level_2_rot_image_0167_front.jpg,arrowman_1,50.0,320.0,235,19,right,top,front,figure_perspective,M,m,M,openai/o4-mini
level_2_rotations,visual,level_2_rotations_168_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0168_front.jpg,level_2_rot_image_0168_front.jpg,arrowman_1,50.0,320.0,214,109,right,top,front,figure_perspective,M,m,M,openai/o4-mini
level_2_rotations,visual,level_2_rotations_169_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0169_front.jpg,level_2_rot_image_0169_front.jpg,arrowman_1,50.0,320.0,308,81,right,top,front,figure_perspective,M,m,M,openai/o4-mini
level_2_rotations,visual,level_2_rotations_170_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0170_front.jpg,level_2_rot_image_0170_front.jpg,arrowman_1,50.0,50.0,333,27,right,top,front,figure_perspective,E,e,M,openai/o4-mini
level_2_rotations,visual,level_2_rotations_171_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0171_front.jpg,level_2_rot_image_0171_front.jpg,arrowman_1,50.0,50.0,305,104,right,top,front,figure_perspective,E,e,W,openai/o4-mini
level_2_rotations,visual,level_2_rotations_172_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0172_front.jpg,level_2_rot_image_0172_front.jpg,arrowman_1,50.0,50.0,232,136,right,top,front,figure_perspective,E,e,3,openai/o4-mini
level_2_rotations,visual,level_2_rotations_173_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0173_front.jpg,level_2_rot_image_0173_front.jpg,arrowman_1,50.0,50.0,234,57,right,top,front,figure_perspective,E,e,M,openai/o4-mini
level_2_rotations,visual,level_2_rotations_174_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0174_front.jpg,level_2_rot_image_0174_front.jpg,arrowman_1,50.0,50.0,208,128,right,top,front,figure_perspective,E,e,M,openai/o4-mini
level_2_rotations,visual,level_2_rotations_175_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0175_front.jpg,level_2_rot_image_0175_front.jpg,arrowman_1,50.0,50.0,268,57,right,top,front,figure_perspective,E,e,M,openai/o4-mini
level_2_rotations,visual,level_2_rotations_176_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0176_front.jpg,level_2_rot_image_0176_front.jpg,arrowman_1,50.0,50.0,239,72,right,top,front,figure_perspective,E,e,M,openai/o4-mini
level_2_rotations,visual,level_2_rotations_177_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0177_front.jpg,level_2_rot_image_0177_front.jpg,arrowman_1,50.0,50.0,333,96,right,top,front,figure_perspective,E,e,M,openai/o4-mini
level_2_rotations,visual,level_2_rotations_178_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0178_front.jpg,level_2_rot_image_0178_front.jpg,arrowman_1,50.0,50.0,341,101,right,top,front,figure_perspective,E,e,E,openai/o4-mini
level_2_rotations,visual,level_2_rotations_179_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0179_front.jpg,level_2_rot_image_0179_front.jpg,arrowman_1,50.0,50.0,283,52,right,top,front,figure_perspective,E,e,M,openai/o4-mini
level_2_rotations,visual,level_2_rotations_180_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0180_front.jpg,level_2_rot_image_0180_front.jpg,arrowman_1,50.0,140.0,365,73,right,top,front,figure_perspective,W,w,E,openai/o4-mini
level_2_rotations,visual,level_2_rotations_181_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0181_front.jpg,level_2_rot_image_0181_front.jpg,arrowman_1,50.0,140.0,222,138,right,top,front,figure_perspective,W,w,E,openai/o4-mini
level_2_rotations,visual,level_2_rotations_182_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0182_front.jpg,level_2_rot_image_0182_front.jpg,arrowman_1,50.0,140.0,262,62,right,top,front,figure_perspective,W,w,M,openai/o4-mini
level_2_rotations,visual,level_2_rotations_183_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0183_front.jpg,level_2_rot_image_0183_front.jpg,arrowman_1,50.0,140.0,236,131,right,top,front,figure_perspective,W,w,E,openai/o4-mini
level_2_rotations,visual,level_2_rotations_184_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0184_front.jpg,level_2_rot_image_0184_front.jpg,arrowman_1,50.0,140.0,295,119,right,top,front,figure_perspective,W,w,3,openai/o4-mini
level_2_rotations,visual,level_2_rotations_185_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0185_front.jpg,level_2_rot_image_0185_front.jpg,arrowman_1,50.0,140.0,227,100,right,top,front,figure_perspective,W,w,E,openai/o4-mini
level_2_rotations,visual,level_2_rotations_186_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0186_front.jpg,level_2_rot_image_0186_front.jpg,arrowman_1,50.0,140.0,270,115,right,top,front,figure_perspective,W,w,W,openai/o4-mini
level_2_rotations,visual,level_2_rotations_187_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0187_front.jpg,level_2_rot_image_0187_front.jpg,arrowman_1,50.0,140.0,295,130,right,top,front,figure_perspective,W,w,E,openai/o4-mini
level_2_rotations,visual,level_2_rotations_188_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0188_front.jpg,level_2_rot_image_0188_front.jpg,arrowman_1,50.0,140.0,257,164,right,top,front,figure_perspective,W,w,M,openai/o4-mini
level_2_rotations,visual,level_2_rotations_189_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0189_front.jpg,level_2_rot_image_0189_front.jpg,arrowman_1,50.0,140.0,280,136,right,top,front,figure_perspective,W,w,E,openai/o4-mini
level_2_rotations,visual,level_2_rotations_190_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0190_front.jpg,level_2_rot_image_0190_front.jpg,arrowman_1,50.0,230.0,243,36,right,top,front,figure_perspective,3,3,E,openai/o4-mini
level_2_rotations,visual,level_2_rotations_191_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0191_front.jpg,level_2_rot_image_0191_front.jpg,arrowman_1,50.0,230.0,263,47,right,top,front,figure_perspective,3,3,E,openai/o4-mini
level_2_rotations,visual,level_2_rotations_192_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0192_front.jpg,level_2_rot_image_0192_front.jpg,arrowman_1,50.0,230.0,261,130,right,top,front,figure_perspective,3,3,E,openai/o4-mini
level_2_rotations,visual,level_2_rotations_193_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0193_front.jpg,level_2_rot_image_0193_front.jpg,arrowman_1,50.0,230.0,362,95,right,top,front,figure_perspective,3,3,E,openai/o4-mini
level_2_rotations,visual,level_2_rotations_194_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0194_front.jpg,level_2_rot_image_0194_front.jpg,arrowman_1,50.0,230.0,297,68,right,top,front,figure_perspective,3,3,E,openai/o4-mini
level_2_rotations,visual,level_2_rotations_195_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0195_front.jpg,level_2_rot_image_0195_front.jpg,arrowman_1,50.0,230.0,296,111,right,top,front,figure_perspective,3,3,E,openai/o4-mini
level_2_rotations,visual,level_2_rotations_196_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0196_front.jpg,level_2_rot_image_0196_front.jpg,arrowman_1,50.0,230.0,288,33,right,top,front,figure_perspective,3,3,3,openai/o4-mini
level_2_rotations,visual,level_2_rotations_197_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0197_front.jpg,level_2_rot_image_0197_front.jpg,arrowman_1,50.0,230.0,335,131,right,top,front,figure_perspective,3,3,W,openai/o4-mini
level_2_rotations,visual,level_2_rotations_198_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0198_front.jpg,level_2_rot_image_0198_front.jpg,arrowman_1,50.0,230.0,289,141,right,top,front,figure_perspective,3,3,E,openai/o4-mini
level_2_rotations,visual,level_2_rotations_199_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0199_front.jpg,level_2_rot_image_0199_front.jpg,arrowman_1,50.0,230.0,301,79,right,top,front,figure_perspective,3,3,E,openai/o4-mini
level_2_rotations,visual,level_2_rotations_200_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0200_front.jpg,level_2_rot_image_0200_front.jpg,arrowman_1,60.0,330.0,248,59,right,top,front,figure_perspective,M,m,M,openai/o4-mini
level_2_rotations,visual,level_2_rotations_201_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0201_front.jpg,level_2_rot_image_0201_front.jpg,arrowman_1,60.0,330.0,245,135,right,top,front,figure_perspective,M,m,E,openai/o4-mini
level_2_rotations,visual,level_2_rotations_202_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0202_front.jpg,level_2_rot_image_0202_front.jpg,arrowman_1,60.0,330.0,248,128,right,top,front,figure_perspective,M,m,3,openai/o4-mini
level_2_rotations,visual,level_2_rotations_203_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0203_front.jpg,level_2_rot_image_0203_front.jpg,arrowman_1,60.0,330.0,308,118,right,top,front,figure_perspective,M,m,M,openai/o4-mini
level_2_rotations,visual,level_2_rotations_204_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0204_front.jpg,level_2_rot_image_0204_front.jpg,arrowman_1,60.0,330.0,233,38,right,top,front,figure_perspective,M,m,M,openai/o4-mini
level_2_rotations,visual,level_2_rotations_205_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0205_front.jpg,level_2_rot_image_0205_front.jpg,arrowman_1,60.0,330.0,329,51,right,top,front,figure_perspective,M,m,M,openai/o4-mini
level_2_rotations,visual,level_2_rotations_206_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0206_front.jpg,level_2_rot_image_0206_front.jpg,arrowman_1,60.0,330.0,200,73,right,top,front,figure_perspective,M,m,W,openai/o4-mini
level_2_rotations,visual,level_2_rotations_207_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0207_front.jpg,level_2_rot_image_0207_front.jpg,arrowman_1,60.0,330.0,366,40,right,top,front,figure_perspective,M,m,M,openai/o4-mini
level_2_rotations,visual,level_2_rotations_208_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0208_front.jpg,level_2_rot_image_0208_front.jpg,arrowman_1,60.0,330.0,278,48,right,top,front,figure_perspective,M,m,E,openai/o4-mini
level_2_rotations,visual,level_2_rotations_209_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0209_front.jpg,level_2_rot_image_0209_front.jpg,arrowman_1,60.0,330.0,240,76,right,top,front,figure_perspective,M,m,M,openai/o4-mini
level_2_rotations,visual,level_2_rotations_210_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0210_front.jpg,level_2_rot_image_0210_front.jpg,arrowman_1,60.0,60.0,336,72,right,top,front,figure_perspective,E,e,E,openai/o4-mini
level_2_rotations,visual,level_2_rotations_211_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0211_front.jpg,level_2_rot_image_0211_front.jpg,arrowman_1,60.0,60.0,221,155,right,top,front,figure_perspective,E,e,E,openai/o4-mini
level_2_rotations,visual,level_2_rotations_212_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0212_front.jpg,level_2_rot_image_0212_front.jpg,arrowman_1,60.0,60.0,209,52,right,top,front,figure_perspective,E,e,W,openai/o4-mini
level_2_rotations,visual,level_2_rotations_213_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0213_front.jpg,level_2_rot_image_0213_front.jpg,arrowman_1,60.0,60.0,195,88,right,top,front,figure_perspective,E,e,M,openai/o4-mini
level_2_rotations,visual,level_2_rotations_214_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0214_front.jpg,level_2_rot_image_0214_front.jpg,arrowman_1,60.0,60.0,305,55,right,top,front,figure_perspective,E,e,E,openai/o4-mini
level_2_rotations,visual,level_2_rotations_215_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0215_front.jpg,level_2_rot_image_0215_front.jpg,arrowman_1,60.0,60.0,209,31,right,top,front,figure_perspective,E,e,W,openai/o4-mini
level_2_rotations,visual,level_2_rotations_216_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0216_front.jpg,level_2_rot_image_0216_front.jpg,arrowman_1,60.0,60.0,259,140,right,top,front,figure_perspective,E,e,E,openai/o4-mini
level_2_rotations,visual,level_2_rotations_217_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0217_front.jpg,level_2_rot_image_0217_front.jpg,arrowman_1,60.0,60.0,243,65,right,top,front,figure_perspective,E,e,M,openai/o4-mini
level_2_rotations,visual,level_2_rotations_218_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0218_front.jpg,level_2_rot_image_0218_front.jpg,arrowman_1,60.0,60.0,235,155,right,top,front,figure_perspective,E,e,E,openai/o4-mini
level_2_rotations,visual,level_2_rotations_219_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0219_front.jpg,level_2_rot_image_0219_front.jpg,arrowman_1,60.0,60.0,346,78,right,top,front,figure_perspective,E,e,3,openai/o4-mini
level_2_rotations,visual,level_2_rotations_220_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0220_front.jpg,level_2_rot_image_0220_front.jpg,arrowman_1,60.0,150.0,280,104,right,top,front,figure_perspective,W,w,E,openai/o4-mini
level_2_rotations,visual,level_2_rotations_221_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0221_front.jpg,level_2_rot_image_0221_front.jpg,arrowman_1,60.0,150.0,212,105,right,top,front,figure_perspective,W,w,E,openai/o4-mini
level_2_rotations,visual,level_2_rotations_222_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0222_front.jpg,level_2_rot_image_0222_front.jpg,arrowman_1,60.0,150.0,298,120,right,top,front,figure_perspective,W,w,E,openai/o4-mini
level_2_rotations,visual,level_2_rotations_223_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0223_front.jpg,level_2_rot_image_0223_front.jpg,arrowman_1,60.0,150.0,315,90,right,top,front,figure_perspective,W,w,3,openai/o4-mini
level_2_rotations,visual,level_2_rotations_224_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0224_front.jpg,level_2_rot_image_0224_front.jpg,arrowman_1,60.0,150.0,328,63,right,top,front,figure_perspective,W,w,M,openai/o4-mini
level_2_rotations,visual,level_2_rotations_225_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0225_front.jpg,level_2_rot_image_0225_front.jpg,arrowman_1,60.0,150.0,296,76,right,top,front,figure_perspective,W,w,E,openai/o4-mini
level_2_rotations,visual,level_2_rotations_226_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0226_front.jpg,level_2_rot_image_0226_front.jpg,arrowman_1,60.0,150.0,201,154,right,top,front,figure_perspective,W,w,M,openai/o4-mini
level_2_rotations,visual,level_2_rotations_227_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0227_front.jpg,level_2_rot_image_0227_front.jpg,arrowman_1,60.0,150.0,320,68,right,top,front,figure_perspective,W,w,M,openai/o4-mini
level_2_rotations,visual,level_2_rotations_228_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0228_front.jpg,level_2_rot_image_0228_front.jpg,arrowman_1,60.0,150.0,242,20,right,top,front,figure_perspective,W,w,E,openai/o4-mini
level_2_rotations,visual,level_2_rotations_229_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0229_front.jpg,level_2_rot_image_0229_front.jpg,arrowman_1,60.0,150.0,348,47,right,top,front,figure_perspective,W,w,E,openai/o4-mini
level_2_rotations,visual,level_2_rotations_230_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0230_front.jpg,level_2_rot_image_0230_front.jpg,arrowman_1,60.0,240.0,300,123,right,top,front,figure_perspective,3,3,3,openai/o4-mini
level_2_rotations,visual,level_2_rotations_231_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0231_front.jpg,level_2_rot_image_0231_front.jpg,arrowman_1,60.0,240.0,213,24,right,top,front,figure_perspective,3,3,3,openai/o4-mini
level_2_rotations,visual,level_2_rotations_232_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0232_front.jpg,level_2_rot_image_0232_front.jpg,arrowman_1,60.0,240.0,227,106,right,top,front,figure_perspective,3,3,E,openai/o4-mini
level_2_rotations,visual,level_2_rotations_233_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0233_front.jpg,level_2_rot_image_0233_front.jpg,arrowman_1,60.0,240.0,279,70,right,top,front,figure_perspective,3,3,3,openai/o4-mini
level_2_rotations,visual,level_2_rotations_234_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0234_front.jpg,level_2_rot_image_0234_front.jpg,arrowman_1,60.0,240.0,261,49,right,top,front,figure_perspective,3,3,E,openai/o4-mini
level_2_rotations,visual,level_2_rotations_235_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0235_front.jpg,level_2_rot_image_0235_front.jpg,arrowman_1,60.0,240.0,208,149,right,top,front,figure_perspective,3,3,E,openai/o4-mini
level_2_rotations,visual,level_2_rotations_236_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0236_front.jpg,level_2_rot_image_0236_front.jpg,arrowman_1,60.0,240.0,219,25,right,top,front,figure_perspective,3,3,3,openai/o4-mini
level_2_rotations,visual,level_2_rotations_237_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0237_front.jpg,level_2_rot_image_0237_front.jpg,arrowman_1,60.0,240.0,290,24,right,top,front,figure_perspective,3,3,3,openai/o4-mini
level_2_rotations,visual,level_2_rotations_238_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0238_front.jpg,level_2_rot_image_0238_front.jpg,arrowman_1,60.0,240.0,252,82,right,top,front,figure_perspective,3,3,E,openai/o4-mini
level_2_rotations,visual,level_2_rotations_239_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0239_front.jpg,level_2_rot_image_0239_front.jpg,arrowman_1,60.0,240.0,248,84,right,top,front,figure_perspective,3,3,E,openai/o4-mini
level_2_rotations,visual,level_2_rotations_240_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0240_front.jpg,level_2_rot_image_0240_front.jpg,arrowman_1,70.0,340.0,313,67,right,top,front,figure_perspective,M,m,M,openai/o4-mini
level_2_rotations,visual,level_2_rotations_241_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0241_front.jpg,level_2_rot_image_0241_front.jpg,arrowman_1,70.0,340.0,184,31,left,top,front,figure_perspective,M,m,W,openai/o4-mini
level_2_rotations,visual,level_2_rotations_242_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0242_front.jpg,level_2_rot_image_0242_front.jpg,arrowman_1,70.0,340.0,190,110,left,top,front,figure_perspective,M,m,W,openai/o4-mini
level_2_rotations,visual,level_2_rotations_243_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0243_front.jpg,level_2_rot_image_0243_front.jpg,arrowman_1,70.0,340.0,253,87,right,top,front,figure_perspective,M,m,3,openai/o4-mini
level_2_rotations,visual,level_2_rotations_244_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0244_front.jpg,level_2_rot_image_0244_front.jpg,arrowman_1,70.0,340.0,199,151,right,top,front,figure_perspective,M,m,E,openai/o4-mini
level_2_rotations,visual,level_2_rotations_245_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0245_front.jpg,level_2_rot_image_0245_front.jpg,arrowman_1,70.0,340.0,207,115,right,top,front,figure_perspective,M,m,M,openai/o4-mini
level_2_rotations,visual,level_2_rotations_246_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0246_front.jpg,level_2_rot_image_0246_front.jpg,arrowman_1,70.0,340.0,309,48,right,top,front,figure_perspective,M,m,E,openai/o4-mini
level_2_rotations,visual,level_2_rotations_247_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0247_front.jpg,level_2_rot_image_0247_front.jpg,arrowman_1,70.0,340.0,181,33,left,top,front,figure_perspective,M,m,W,openai/o4-mini
level_2_rotations,visual,level_2_rotations_248_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0248_front.jpg,level_2_rot_image_0248_front.jpg,arrowman_1,70.0,340.0,306,39,right,top,front,figure_perspective,M,m,W,openai/o4-mini
level_2_rotations,visual,level_2_rotations_249_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0249_front.jpg,level_2_rot_image_0249_front.jpg,arrowman_1,70.0,340.0,265,76,right,top,front,figure_perspective,M,m,W,openai/o4-mini
level_2_rotations,visual,level_2_rotations_250_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0250_front.jpg,level_2_rot_image_0250_front.jpg,arrowman_1,70.0,70.0,365,29,right,top,front,figure_perspective,E,e,W,openai/o4-mini
level_2_rotations,visual,level_2_rotations_251_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0251_front.jpg,level_2_rot_image_0251_front.jpg,arrowman_1,70.0,70.0,296,46,right,top,front,figure_perspective,E,e,3,openai/o4-mini
level_2_rotations,visual,level_2_rotations_252_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0252_front.jpg,level_2_rot_image_0252_front.jpg,arrowman_1,70.0,70.0,227,68,right,top,front,figure_perspective,E,e,E,openai/o4-mini
level_2_rotations,visual,level_2_rotations_253_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0253_front.jpg,level_2_rot_image_0253_front.jpg,arrowman_1,70.0,70.0,210,151,right,top,front,figure_perspective,E,e,E,openai/o4-mini
level_2_rotations,visual,level_2_rotations_254_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0254_front.jpg,level_2_rot_image_0254_front.jpg,arrowman_1,70.0,70.0,254,119,right,top,front,figure_perspective,E,e,E,openai/o4-mini
level_2_rotations,visual,level_2_rotations_255_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0255_front.jpg,level_2_rot_image_0255_front.jpg,arrowman_1,70.0,70.0,215,123,right,top,front,figure_perspective,E,e,E,openai/o4-mini
level_2_rotations,visual,level_2_rotations_256_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0256_front.jpg,level_2_rot_image_0256_front.jpg,arrowman_1,70.0,70.0,328,75,right,top,front,figure_perspective,E,e,E,openai/o4-mini
